영화제목,영화링크,평점,댓글
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,부산행보다 스토리도 탄탄하고 소재도 신선한데 평점왜이럼~
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,재밌어요 강춸뷔2보다 안지루하고 가볍게보기 좋아요 ~~~<~<
프리즈너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194285&target=after,1,처음 등록 하는 별점 행여나 누가 볼까봐 예방 차원에서 남기는 별점
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,U-571 >>> 넘사 >>> 강철비2
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,너무지루하다.자다가 한시간 남기고 나와 버렸다.망할거 같다. 긴장감도 없고 코미디도 아니고 장르가 멍미?
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,이렇게까지 해야  되냐.. 진짜 이렇게까지 정치색 진한 영화는 처음 봄... 마지막 정우성 쿠키 영상은 뭐냐...어이가 없다 진짜.. 국민들에게 정치색을 주입하려 들지 마세요;; 북한이랑 겁나 죽고 못 살던데 오글거려서 못 보겠다..
졸업반,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=157493&target=after,2,ㅈ같은 ㅈㅎ년 드러운 암ㅋ
소년시절의 너,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=192066&target=after,10,감동 자체  ...  주동우배우의 연기란 참 .. .
밤쉘: 세상을 바꾼 폭탄선언,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=191143&target=after,4,
국제시장,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=102875&target=after,10,하라부지도 어렸을때 저랬겠져 하늘나라서 잘 계시쥬 ?
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,아...이걸 보러 간 제가 미워요...강철비 웹툰 때 부터 좋아해서 봤습니다만...ㅜㅜ..또  이런 ***를 좋다고 평가한 평론가님들이 미워요...ㅜㅜ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,문재앙 미화영화냐ㅋㅋㅋㅋ
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,정성스럽게 만든 쓰레기
걸리버 여행기,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=75475&target=after,8,"그래도... 넌 뉴욕살고, 영어도 잘하자나...."
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,김정은 찬양.. 정도껏해라
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,
정도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=193686&target=after,10,와 아무 기대없이 봤는데 시간가는줄 모르고봄. 근데 왜케 슬푸냐 징강 죽을때 움ㅠㅠㅋㅋ 용가리도 불쌍하고ㅠ 2만들어라~~
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,주사파 사상이 적나라게 담겨있는 영화인데 이런 영화가 대한민국에서 상영되고 있다는 사실에 비통하고 이런 영화를 통과시킨 영화심의위원회에 다시한번 실망했다 올해 최악의 영화임을 확신한다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,이 영화의 진짜 주인공은 부함장역에 신정근님입니다.
오픈 워터,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=39363&target=after,10,환불 받았다는 것들은 반성해라. 아무리 낚였다는 생각이 들어도 자기가 선택해서 본 영화를 돈 몇천원이 아깝다고 환불을 하냐ㅋㅋ
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,8,오늘보고 왔어요. 살아있다보다는 재밌었어요. 반전이 약간 있네요. 자동차 액션신은 볼만했어요. 대한민국이 좀비나라가 됐고 다른 나라는 말짱하다는 건 별로지만 세드엔딩이 아니라 좋습니다
알라딘,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=163788&target=after,10,
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,9,재밌어요 데헤헿
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,그저그럼. 졸기 딱 좋음.미국 대통령이 다 함.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,6,"잠수함 액션은 역대급이었으나, 설명조로 전개되는 부분과 그저 하나의 희망사항으로 그치고 만 판타지스러운 결말은 완성도 높은 전작에 비하면 당혹스럽기 그지없다."
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,너무 재밌었어요!! 저는 개인적으로 부산핸 보다 재밌더라구요!
알라딘,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=163788&target=after,10,메가박스에 돌비시네마가 생겼다길래 상영관 체험해볼겸 알라딘을 본 거 였는데 진짜 너무너무 재밌어서 후회없었어요!!! OST도 최고고 배우들 싱크로율도 너무 좋고 스토리도 탄탄해서 올해 본 영화 중에 제일 좋은 것 같아요 동네 영화관에서 한 번 더 볼 생각이예요
알라딘,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=163788&target=after,10,메가박스에 돌비시네마가 생겼다길래 상영관 체험해볼겸 알라딘을 본 거 였는데 진짜 너무너무 재밌어서 후회없었어요!!! OST도 최고고 배우들 싱크로율도 너무 좋고 스토리도 탄탄해서 올해 본 영화 중에 제일 좋은 것 같아요 동네 영화관에서 한 번 더 볼 생각이예요
셀프/리스,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=118376&target=after,7,갈수록 궁금하긴 한데 아쉬움
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,나쁘지않앗지만 걍10개
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,1,너무 아쉽습니다. 액션 연기력은 좋아요 하지만 스토리가 많이 아쉽네여
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,6,좀비영화 치고는 소소한 영화 그래서 좀 재밌어 질 뻔 했는데 소소할꺼면 끝까지 조용히 가지 쓸데없이 좀비 사육기 나와서 거북했음
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,미국대통령이 방귀를 뀌는 장면... 감독의 정서수준이 엿보임
강철비,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=155665&target=after,8,"현재까지 남북소재로 한 영화중에서 가장 대담하고, 짜릿한 장르적 재미를 안겨준 정치액션영화"
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,정확히  20분만에  내래 잠들었드래여  돈아깝드래여
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,북한. 친북정책 미화.미국이 너무 단순하고 쉬운 국가로 표현됨북한의 우두머리가 상식적이고 좋은 사람인것같은 착각
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,별기대없이  보러갔는데  생각보다  너무재미있고  스토리도좋았음
울프 크릭 2,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=113146&target=after,10,다른내용은 너무 잔인하지만 앞에 경찰 두명 죽인건 너무나도 통쾌했다 과속도 안했는데 지들 실적 채울라고 여기서는 그래도 된다고 하면서 강제로 욕하면서 조리돌림하면서 딱지줄때 그런 경찰 두명 죽인건 너무 나도 통쾌하고 정의로와 보였음 나머지는 완전 사이코 패스 그 자체지만... 진짜 경찰들 양아치 너무많다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,간만에 재밌는영화 봤어요 한국현대사를 알고 보면 더 재밌습니다
7번째 내가 죽던 날,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=144988&target=after,7,현실에서는 후회할지도 모를 그 순간을 잡을 수 없으니
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,남북을 소재로 한 영화 중 역대급인 듯...
박화영,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=160721&target=after,8,'니들은 나없었음 어쩔뻔 봤냐' 라는 대사에서 존재가치를 부정당하며 살아온 화영의 애정을 갈구하는 몸부림이 느껴져 슬펐습니다.
루퍼,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=78331&target=after,6,조 아저씨가 뿌린 좋은 씨앗(시드).
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,완전 감동이고 가슴 아프고...꼭 보세요 강추합니다
백년의 기억,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188162&target=after,10,전쟁이 휴전된지 70년이 지나도 종전선언을 안하고 적대적으로 평화와 반대로 가는 이유는 무엇인가? 북한이 수교를 원해도 안해주는 이유는  분단을 이용해서 계속 무기를 팔고자 하는 미국과  한반도 침략을 꿈꾸며   평화방해 이간질을 해대는 일본때문이었다.
위대한 쇼맨,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=106360&target=after,10,요새 최신개봉영화보다 100배 1000배 더 나음
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,10,너무 재미있게봤어요 여름스트레스 제대로 날릴 추천영화
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,5,트럼프가 저렇게 멍청할거같아...???
반도,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=185917&target=after,6,내 기대감도 반도
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,이영화 뭐임? 반미종북영화!
딥워터,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=194409&target=after,2,네이버 평점 진짜 무섭네 집권여당이냐?
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,1,말도 안되는 역사입니다. 정우성 정말 좋아했는데 이후로 저 정우성 놓으려 합니다. 시나리오를 보고 영화를 해야지요..이건 아니라고 봅니다... 끝까지 보니라고 힘든 영화였습니다. 이러면 안됩니다. 아무리 민주주의 국가라고 해도 이렇게 만들면 아무것도 모르는 아이들은 진짜인줄 압니다. 북한이 독재가 아니라고요 장난합니까?
타짜-신의 손,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=67769&target=after,8,신세경은 신세경이었다남자들이여 끝까지 견뎌라
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,4,그냥 등장인물 설정이 판타지같은 영화. 북한이 넘 귀엽게 나옴. 스토리도 뻔한데 연기력이 멱살잡고 캐리했습니다.
결백,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=180378&target=after,10,스토리가 흔하다고들 하지만 중간 중간 제 기준으로는 반전도 있다고 생각해요. 그리고 무엇보다 영화를 끌고 나가는 배우들의 연기가 너무 좋고 특히 신혜선 배우 연기가 인상적이었던 거 같아요. 보는 내내 연기와 스토리 진행 흐름에 흥미롭게 볼 수 있었습니다!
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,정말 수준이 낮아도 이렇게 낮은 영화는 처음봄1. 긴장감 제로2. 배우들 연기 그냥 저냥3. 스토리 -> 정말 하나도 없음4. 감동 -> 감동은 무슨 개뿔5. 전반적으로 어이없는 영화임6. 영화사를 테러하고 싶은 충동이 발생할정도로 티켓은 물론 팝콘까지 아까운 OOO기 영화임
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,8,일단 강철비1과는 내용이 많이 다르고 1을 생각하고 본 사람들에게는 엄청 재미없었을 수도 있겠다는 생각이 든다.그래도 한국이 처한 처지를 민낯으로 보여주는 장면들이 있어 단순히 국뽕영화라고 할 수도 없고 영화와 같은 상황에서 한국이 할 수 있는게 별로 없다는것도 새삼 깨달았다.장면 하나하나 따지자면 충분히 실망 스러운 부분들이 있겠지만 전체 내용으로 보자면 8점은 충분히 받을수 있는 영화니까 너무 까지 말았으면 좋겠다.내가 볼때 평점 박하게 준 사람들은 영화의 다른 가치를 생각하고 왔을텐데 그런 내용이 아니라서 실망한것 같다.
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,9,초반은 스토리 배경이해가 필요해 쬐금 지루한듯 하지만 뒤로 갈수로 잼났음..
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,잠수함 액션과 잠수함 안에서의 갈등이 좋았습니다
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,2,생각보다는 재미가없었던거같네요..
#살아있다,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=189537&target=after,1,"그냥 안 봐야 하는 영화. 이걸 영화라고 참여한 배우부터 감독, 제작사, 모두 한심하게 보이는 영화."
강철비2: 정상회담,https://movie.naver.com/movie/point/af/list.nhn?st=mcode&sword=188909&target=after,10,굿 굿입니다.
